"dataset","encoder","skip","mlp_skip","attn_skip","head_dict","skip_translator","mlp_mode","attn_mode","fit_dataset"
"imagenet-1k","microsoft/rad-dino","[(8, 10)]","[]","[]","{}","identity","identity","identity",""
"imagenet-1k","microsoft/rad-dino","[(9, 11)]","[]","[]","{}","identity","identity","identity",""
"imagenet-1k","microsoft/rad-dino","[]","[]","[]","{}","linear","identity","identity",""
"imagenet-1k","microsoft/rad-dino","[(0, 1)]","[]","[]","{}","linear","identity","identity",""
"imagenet-1k","microsoft/rad-dino","[(1, 2)]","[]","[]","{}","linear","identity","identity",""
"imagenet-1k","microsoft/rad-dino","[(2, 3)]","[]","[]","{}","linear","identity","identity",""
"imagenet-1k","microsoft/rad-dino","[(3, 4)]","[]","[]","{}","linear","identity","identity",""
"imagenet-1k","microsoft/rad-dino","[(4, 5)]","[]","[]","{}","linear","identity","identity",""
"imagenet-1k","microsoft/rad-dino","[(5, 6)]","[]","[]","{}","linear","identity","identity",""
"imagenet-1k","microsoft/rad-dino","[(6, 7)]","[]","[]","{}","linear","identity","identity",""
"imagenet-1k","microsoft/rad-dino","[(7, 8)]","[]","[]","{}","linear","identity","identity",""
"imagenet-1k","microsoft/rad-dino","[(8, 9)]","[]","[]","{}","linear","identity","identity",""
"imagenet-1k","microsoft/rad-dino","[(9, 10)]","[]","[]","{}","linear","identity","identity",""
"imagenet-1k","microsoft/rad-dino","[(10, 11)]","[]","[]","{}","linear","identity","identity",""
"imagenet-1k","microsoft/rad-dino","[(0, 2)]","[]","[]","{}","linear","identity","identity",""
"imagenet-1k","microsoft/rad-dino","[(1, 3)]","[]","[]","{}","linear","identity","identity",""
"imagenet-1k","microsoft/rad-dino","[(2, 4)]","[]","[]","{}","linear","identity","identity",""
"imagenet-1k","microsoft/rad-dino","[(3, 5)]","[]","[]","{}","linear","identity","identity",""
"imagenet-1k","microsoft/rad-dino","[(4, 6)]","[]","[]","{}","linear","identity","identity",""
"imagenet-1k","microsoft/rad-dino","[(5, 7)]","[]","[]","{}","linear","identity","identity",""
"imagenet-1k","microsoft/rad-dino","[(6, 8)]","[]","[]","{}","linear","identity","identity",""
"imagenet-1k","microsoft/rad-dino","[(7, 9)]","[]","[]","{}","linear","identity","identity",""
"imagenet-1k","microsoft/rad-dino","[(8, 10)]","[]","[]","{}","linear","identity","identity",""
"imagenet-1k","microsoft/rad-dino","[(9, 11)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[]","[]","[]","{}","identity","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(0, 1)]","[]","[]","{}","identity","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(1, 2)]","[]","[]","{}","identity","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(2, 3)]","[]","[]","{}","identity","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(3, 4)]","[]","[]","{}","identity","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(4, 5)]","[]","[]","{}","identity","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(5, 6)]","[]","[]","{}","identity","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(6, 7)]","[]","[]","{}","identity","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(7, 8)]","[]","[]","{}","identity","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(8, 9)]","[]","[]","{}","identity","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(9, 10)]","[]","[]","{}","identity","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(10, 11)]","[]","[]","{}","identity","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(0, 2)]","[]","[]","{}","identity","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(1, 3)]","[]","[]","{}","identity","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(2, 4)]","[]","[]","{}","identity","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(3, 5)]","[]","[]","{}","identity","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(4, 6)]","[]","[]","{}","identity","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(5, 7)]","[]","[]","{}","identity","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(6, 8)]","[]","[]","{}","identity","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(7, 9)]","[]","[]","{}","identity","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(8, 10)]","[]","[]","{}","identity","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(9, 11)]","[]","[]","{}","identity","identity","identity",""
"cifar100","google/vit-base-patch16-224","[]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(0, 1)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(1, 2)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(2, 3)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(3, 4)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(4, 5)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(5, 6)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(6, 7)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(7, 8)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(8, 9)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(9, 10)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(10, 11)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(0, 2)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(1, 3)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(2, 4)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(3, 5)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(4, 6)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(5, 7)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(6, 8)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(7, 9)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(8, 10)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(9, 11)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[]","[]","[]","{}","identity","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(0, 1)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(1, 2)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(2, 3)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(3, 4)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(4, 5)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(5, 6)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(6, 7)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(7, 8)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(8, 9)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(9, 10)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(10, 11)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(0, 2)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(1, 3)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(2, 4)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(3, 5)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(4, 6)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(5, 7)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(6, 8)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(7, 9)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(8, 10)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(9, 11)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[]","[]","[]","{}","linear","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(0, 1)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(1, 2)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(2, 3)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(3, 4)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(4, 5)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(5, 6)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(6, 7)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(7, 8)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(8, 9)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(9, 10)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(10, 11)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(0, 2)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(1, 3)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(2, 4)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(3, 5)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(4, 6)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(5, 7)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(6, 8)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(7, 9)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(8, 10)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","google/vit-base-patch16-224","[(9, 11)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","microsoft/rad-dino","[]","[]","[]","{}","identity","identity","identity",""
"dermamnist","microsoft/rad-dino","[(0, 1)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","microsoft/rad-dino","[(1, 2)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","microsoft/rad-dino","[(2, 3)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","microsoft/rad-dino","[(3, 4)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","microsoft/rad-dino","[(4, 5)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","microsoft/rad-dino","[(5, 6)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","microsoft/rad-dino","[(6, 7)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","microsoft/rad-dino","[(7, 8)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","microsoft/rad-dino","[(8, 9)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","microsoft/rad-dino","[(9, 10)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","microsoft/rad-dino","[(10, 11)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","microsoft/rad-dino","[(0, 2)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","microsoft/rad-dino","[(1, 3)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","microsoft/rad-dino","[(2, 4)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","microsoft/rad-dino","[(3, 5)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","microsoft/rad-dino","[(4, 6)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","microsoft/rad-dino","[(5, 7)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","microsoft/rad-dino","[(6, 8)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","microsoft/rad-dino","[(7, 9)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","microsoft/rad-dino","[(8, 10)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","microsoft/rad-dino","[(9, 11)]","[]","[]","{}","identity","identity","identity",""
"dermamnist","microsoft/rad-dino","[]","[]","[]","{}","linear","identity","identity",""
"dermamnist","microsoft/rad-dino","[(0, 1)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","microsoft/rad-dino","[(1, 2)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","microsoft/rad-dino","[(2, 3)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","microsoft/rad-dino","[(3, 4)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","microsoft/rad-dino","[(4, 5)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","microsoft/rad-dino","[(5, 6)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","microsoft/rad-dino","[(6, 7)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","microsoft/rad-dino","[(7, 8)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","microsoft/rad-dino","[(8, 9)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","microsoft/rad-dino","[(9, 10)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","microsoft/rad-dino","[(10, 11)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","microsoft/rad-dino","[(0, 2)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","microsoft/rad-dino","[(1, 3)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","microsoft/rad-dino","[(2, 4)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","microsoft/rad-dino","[(3, 5)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","microsoft/rad-dino","[(4, 6)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","microsoft/rad-dino","[(5, 7)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","microsoft/rad-dino","[(6, 8)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","microsoft/rad-dino","[(7, 9)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","microsoft/rad-dino","[(8, 10)]","[]","[]","{}","linear","identity","identity",""
"dermamnist","microsoft/rad-dino","[(9, 11)]","[]","[]","{}","linear","identity","identity",""
